Name	Meta	main_role	sub_role	Function	locus_tag
	Cellular processes	Cellular processes 2	Pathogenesis	Cyclic-guanylate-specific phosphodiesterase	PA2133
hcnA	Cellular processes	Cellular processes 2	Pathogenesis	hydrogen cyanide synthase HcnA	PA2193
hcnB	Cellular processes	Cellular processes 2	Pathogenesis	hydrogen cyanide synthase HcnB	PA2194
hcnC	Cellular processes	Cellular processes 2	Pathogenesis	hydrogen cyanide synthase HcnC	PA2195
	Cellular processes	Cellular processes 2	Pathogenesis	Cyclic-guanylate-specific phosphodiesterase	PA2200
	Cellular processes	Cellular processes 2	Pathogenesis	hypothetical protein	PA2463
lecA	Cellular processes	Cellular processes 2	Pathogenesis	LecA	PA2570
	Cellular processes	Cellular processes 2	Pathogenesis	probable two-component response regulator	PA2572
vqsR	Cellular processes	Cellular processes 2	Pathogenesis	VqsR	PA2591
qteE	Cellular processes	Cellular processes 2	Pathogenesis	quorum threshold expression element QteE	PA2593
	Cellular processes	Cellular processes 2	Pathogenesis	probable type II secretion system protein	PA2675
eco	Cellular processes	Cellular processes 2	Pathogenesis	ecotin precursor	PA2755
oprQ	Cellular processes	Cellular processes 2	Pathogenesis	OprQ	PA2760
vacJ	Cellular processes	Cellular processes 2	Pathogenesis	VacJ	PA2800
cprR	Cellular processes	Cellular processes 2	Pathogenesis	CprR	PA3077
cprS	Cellular processes	Cellular processes 2	Pathogenesis	CprS	PA3078
xcpU	Cellular processes	Cellular processes 2	Pathogenesis	General secretion pathway outer membrane protein H precursor	PA3100
xcpT	Cellular processes	Cellular processes 2	Pathogenesis	general secretion pathway protein G	PA3101
xcpR	Cellular processes	Cellular processes 2	Pathogenesis	general secretion pathway protein E	PA3103
gtrS	Cellular processes	Cellular processes 2	Pathogenesis	glucose transport sensor GtrS	PA3191
plcN	Cellular processes	Cellular processes 2	Pathogenesis	non-hemolytic phospholipase C precursor	PA3319
hsbR	Cellular processes	Cellular processes 2	Pathogenesis	HptB-dependent secretion and biofilm regulator HsbR	PA3346
hsbA	Cellular processes	Cellular processes 2	Pathogenesis	HptB-dependent secretion and biofilm anti anti-sigma factor HsbA	PA3347
lecB	Cellular processes	Cellular processes 2	Pathogenesis	fucose-binding lectin PA-IIL	PA3361
rhlG	Cellular processes	Cellular processes 2	Pathogenesis	beta-ketoacyl reductase	PA3387
	Cellular processes	Cellular processes 2	Pathogenesis	probable transcriptional regulator	PA3420
rhlI	Cellular processes	Cellular processes 2	Pathogenesis	autoinducer synthesis protein RhlI	PA3476
rhlR	Cellular processes	Cellular processes 2	Pathogenesis	transcriptional regulator RhlR	PA3477
	Cellular processes	Cellular processes 2	Pathogenesis	probable serine protease	PA3535
arnB	Cellular processes	Cellular processes 2	Pathogenesis	ArnB	PA3552
arnC	Cellular processes	Cellular processes 2	Pathogenesis	ArnC	PA3553
arnA	Cellular processes	Cellular processes 2	Pathogenesis	ArnA	PA3554
arnD	Cellular processes	Cellular processes 2	Pathogenesis	ArnD	PA3555
arnT	Cellular processes	Cellular processes 2	Pathogenesis	inner membrane L-Ara4N transferase ArnT	PA3556
arnE	Cellular processes	Cellular processes 2	Pathogenesis	ArnE	PA3557
arnF	Cellular processes	Cellular processes 2	Pathogenesis	ArnF	PA3558
lasB	Cellular processes	Cellular processes 2	Pathogenesis	elastase LasB	PA3724
exoS	Cellular processes	Cellular processes 2	Pathogenesis	exoenzyme S	PA3841
eddA	Cellular processes	Cellular processes 2	Pathogenesis	Extracelullar DNA degradation protein EddA	PA3910
	Cellular processes	Cellular processes 2	Pathogenesis	probable transcriptional regulator	PA3921
	Cellular processes	Cellular processes 2	Pathogenesis	conserved hypothetical protein	PA3983
	Cellular processes	Cellular processes 2	Pathogenesis	cyclic di-GMP phosphodiesterase	PA4108
mpaR	Cellular processes	Cellular processes 2	Pathogenesis	MpaR	PA4132
eftM	Cellular processes	Cellular processes 2	Pathogenesis	SAM-dependent methyltransferase  EftM	PA4178
phzM	Cellular processes	Cellular processes 2	Pathogenesis	probable phenazine-specific methyltransferase	PA4209
phzA1	Cellular processes	Cellular processes 2	Pathogenesis	probable phenazine biosynthesis protein	PA4210
phzB1	Cellular processes	Cellular processes 2	Pathogenesis	probable phenazine biosynthesis protein	PA4211
phzC1	Cellular processes	Cellular processes 2	Pathogenesis	phenazine biosynthesis protein PhzC	PA4212
phzS	Cellular processes	Cellular processes 2	Pathogenesis	flavin-containing monooxygenase	PA4217
warB	Cellular processes	Cellular processes 2	Pathogenesis	WarB	PA4378
warA	Cellular processes	Cellular processes 2	Pathogenesis	WarA	PA4379
magF	Cellular processes	Cellular processes 2	Pathogenesis	MagF	PA4487
magE	Cellular processes	Cellular processes 2	Pathogenesis	MagE	PA4488
magD	Cellular processes	Cellular processes 2	Pathogenesis	MagD	PA4489
magC	Cellular processes	Cellular processes 2	Pathogenesis	MagC	PA4490
magB	Cellular processes	Cellular processes 2	Pathogenesis	MagB	PA4491
magA	Cellular processes	Cellular processes 2	Pathogenesis	MagA	PA4492
lepA	Cellular processes	Cellular processes 2	Pathogenesis	Pseudomonas aeruginosa-derived large extracellular protease LepA	PA4541
	Cellular processes	Cellular processes 2	Pathogenesis	cyclic di-GMP phosphodiesterase	PA4781
	Cellular processes	Cellular processes 2	Pathogenesis	conserved hypothetical protein	PA4833
fis	Cellular processes	Cellular processes 2	Pathogenesis	DNA-binding protein Fis	PA4853
cpdA	Cellular processes	Cellular processes 2	Pathogenesis	Cyclic AMP (cAMP) Phosphodiesterase CpdA	PA4969
dnpA	Cellular processes	Cellular processes 2	Pathogenesis	de-N-acetylase involved in persistence DnpA	PA5002
	Cellular processes	Cellular processes 2	Pathogenesis	Mig-14-like protein	PA5003
sadB	Cellular processes	Cellular processes 2	Pathogenesis	SadB	PA5346
tagF1	Cellular processes	Cellular processes 2	Toxin production and resistance	TagF1	PA0076
icmF1	Cellular processes	Cellular processes 2	Toxin production and resistance	IcmF1	PA0077
tssL1	Cellular processes	Cellular processes 2	Toxin production and resistance	TssL1	PA0078
tssK1	Cellular processes	Cellular processes 2	Toxin production and resistance	TssK1	PA0079
tssJ1	Cellular processes	Cellular processes 2	Toxin production and resistance	TssJ1	PA0080
fha1	Cellular processes	Cellular processes 2	Toxin production and resistance	Fha1	PA0081
tssB1	Cellular processes	Cellular processes 2	Toxin production and resistance	TssB1	PA0083
tssC1	Cellular processes	Cellular processes 2	Toxin production and resistance	TssC1	PA0084
hcp1	Cellular processes	Cellular processes 2	Toxin production and resistance	Hcp1	PA0085
tagJ1	Cellular processes	Cellular processes 2	Toxin production and resistance	TagJ1	PA0086
tssE1	Cellular processes	Cellular processes 2	Toxin production and resistance	TssE1	PA0087
tssF1	Cellular processes	Cellular processes 2	Toxin production and resistance	TssF1	PA0088
tssG1	Cellular processes	Cellular processes 2	Toxin production and resistance	TssG1	PA0089
clpV1	Cellular processes	Cellular processes 2	Toxin production and resistance	ClpV1	PA0090
vgrG1	Cellular processes	Cellular processes 2	Toxin production and resistance	VgrG1	PA0091
tse6	Cellular processes	Cellular processes 2	Toxin production and resistance	Tse6	PA0093
	Cellular processes	Cellular processes 2	Toxin production and resistance	vgrG1b	PA0095
	Cellular processes	Cellular processes 2	Toxin production and resistance	ParE toxin	PA0124
	Cellular processes	Cellular processes 2	Toxin production and resistance	ParD antitoxin	PA0125
	Cellular processes	Cellular processes 2	Toxin production and resistance	probable major facilitator superfamily (MFS) transporter	PA0246
vgrG2b	Cellular processes	Cellular processes 2	Toxin production and resistance	VgrG2b	PA0262
mexB	Cellular processes	Cellular processes 2	Toxin production and resistance	Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter MexB	PA0426
	Cellular processes	Cellular processes 2	Toxin production and resistance	probable major facilitator superfamily (MFS) transporter	PA0458
prtN	Cellular processes	Cellular processes 2	Toxin production and resistance	transcriptional regulator PrtN	PA0610
prtR	Cellular processes	Cellular processes 2	Toxin production and resistance	transcriptional regulator PrtR	PA0611
pdtA	Cellular processes	Cellular processes 2	Toxin production and resistance	phosphate depletion regulated TPS partner A PdtA	PA0690
ampDh3	Cellular processes	Cellular processes 2	Toxin production and resistance	AmpDh3	PA0807
pqsA	Cellular processes	Cellular processes 2	Toxin production and resistance	PqsA	PA0996
pqsB	Cellular processes	Cellular processes 2	Toxin production and resistance	PqsB	PA0997
pqsC	Cellular processes	Cellular processes 2	Toxin production and resistance	PqsC	PA0998
pqsD	Cellular processes	Cellular processes 2	Toxin production and resistance	3-oxoacyl-[acyl-carrier-protein] synthase III	PA0999
pqsE	Cellular processes	Cellular processes 2	Toxin production and resistance	Quinolone signal response protein	PA1000
mvfR	Cellular processes	Cellular processes 2	Toxin production and resistance	Transcriptional regulator MvfR	PA1003
toxA	Cellular processes	Cellular processes 2	Toxin production and resistance	exotoxin A precursor	PA1148
	Cellular processes	Cellular processes 2	Toxin production and resistance	probable major facilitator superfamily (MFS) transporter	PA1236
aprA	Cellular processes	Cellular processes 2	Toxin production and resistance	alkaline metalloproteinase precursor	PA1249
aprI	Cellular processes	Cellular processes 2	Toxin production and resistance	alkaline proteinase inhibitor AprI	PA1250
	Cellular processes	Cellular processes 2	Toxin production and resistance	hypothetical protein	PA1367
tplEi	Cellular processes	Cellular processes 2	Toxin production and resistance	immunity protein TplEi	PA1509
tplE	Cellular processes	Cellular processes 2	Toxin production and resistance	type 6 PGAP1-like effector TplE	PA1510
vgrG2a	Cellular processes	Cellular processes 2	Toxin production and resistance	VgrG2a	PA1511
hsiA2	Cellular processes	Cellular processes 2	Toxin production and resistance	HsiA2	PA1656
hsiB2	Cellular processes	Cellular processes 2	Toxin production and resistance	HsiB2	PA1657
hsiC2	Cellular processes	Cellular processes 2	Toxin production and resistance	HsiC2	PA1658
hsiF2	Cellular processes	Cellular processes 2	Toxin production and resistance	HsiF2	PA1659
hsiG2	Cellular processes	Cellular processes 2	Toxin production and resistance	HsiG2	PA1660
hsiH2	Cellular processes	Cellular processes 2	Toxin production and resistance	HsiH2	PA1661
clpV2	Cellular processes	Cellular processes 2	Toxin production and resistance	clpV2	PA1662
orfX	Cellular processes	Cellular processes 2	Toxin production and resistance	OrfX	PA1664
fha2	Cellular processes	Cellular processes 2	Toxin production and resistance	Fha2	PA1665
lip2	Cellular processes	Cellular processes 2	Toxin production and resistance	Lip2	PA1666
hsiJ2	Cellular processes	Cellular processes 2	Toxin production and resistance	HsiJ2	PA1667
dotU2	Cellular processes	Cellular processes 2	Toxin production and resistance	DotU2	PA1668
icmF2	Cellular processes	Cellular processes 2	Toxin production and resistance	IcmF2	PA1669
tse1	Cellular processes	Cellular processes 2	Toxin production and resistance	Tse1	PA1844
tsi1	Cellular processes	Cellular processes 2	Toxin production and resistance	Tsi1	PA1845
str	Cellular processes	Cellular processes 2	Toxin production and resistance	streptomycin 3''-phosphotransferase	PA1858
phzA2	Cellular processes	Cellular processes 2	Toxin production and resistance	probable phenazine biosynthesis protein	PA1899
phzB2	Cellular processes	Cellular processes 2	Toxin production and resistance	probable phenazine biosynthesis protein	PA1900
phzF2	Cellular processes	Cellular processes 2	Toxin production and resistance	probable phenazine biosynthesis protein	PA1904
mexY	Cellular processes	Cellular processes 2	Toxin production and resistance	Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter MexY	PA2018
ptxR	Cellular processes	Cellular processes 2	Toxin production and resistance	transcriptional regulator PtxR	PA2258
ptxS	Cellular processes	Cellular processes 2	Toxin production and resistance	transcriptional regulator PtxS	PA2259
ambE	Cellular processes	Cellular processes 2	Toxin production and resistance	AmbE	PA2302
ambD	Cellular processes	Cellular processes 2	Toxin production and resistance	AmbD	PA2303
ambC	Cellular processes	Cellular processes 2	Toxin production and resistance	AmbC	PA2304
hsiA3	Cellular processes	Cellular processes 2	Toxin production and resistance	hypothetical protein	PA2360
icmF3	Cellular processes	Cellular processes 2	Toxin production and resistance	IcmF3	PA2361
dotU3	Cellular processes	Cellular processes 2	Toxin production and resistance	DotU3	PA2362
hsiJ3	Cellular processes	Cellular processes 2	Toxin production and resistance	HsiJ3	PA2363
lip3	Cellular processes	Cellular processes 2	Toxin production and resistance	Lip3	PA2364
hsiB3	Cellular processes	Cellular processes 2	Toxin production and resistance	HsiB3	PA2365
hsiC3	Cellular processes	Cellular processes 2	Toxin production and resistance	HsiC3	PA2366
hcp3	Cellular processes	Cellular processes 2	Toxin production and resistance	Hcp3	PA2367
hsiF3	Cellular processes	Cellular processes 2	Toxin production and resistance	HsiF3	PA2368
hsiG3	Cellular processes	Cellular processes 2	Toxin production and resistance	HsiG3	PA2369
hsiH3	Cellular processes	Cellular processes 2	Toxin production and resistance	HsiH3	PA2370
clpV3	Cellular processes	Cellular processes 2	Toxin production and resistance	ClpV3	PA2371
tseF	Cellular processes	Cellular processes 2	Toxin production and resistance	TseF	PA2374
mexF	Cellular processes	Cellular processes 2	Toxin production and resistance	Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter MexF	PA2494
